1567453063.624903,0.5,1.0
1567453163.730261,0.5,1.0
1567453263.8101592,0.5,1.0
1567453363.9151697,0.5,1.0
1567453464.013662,0.5,1.0
1567453564.1184225,0.5,1.0
1567453664.203749,0.5,1.0
1567453764.3020804,0.5,1.0
1567453864.4059155,0.5,1.0
1567453964.502721,0.5,1.0
1567454064.6016412,0.5,1.0
1567454164.6957176,0.5,1.0
1567454264.7906222,0.5,1.0
1567454364.8895824,0.5,1.0
1567454464.9907665,0.5,1.0
1567454565.0946248,0.5,1.0
1567454665.1978729,0.5,1.0
1567454765.2940054,0.5,1.0
1567454865.3939395,0.5,1.0
1567454965.489218,0.5,1.0
1567455065.5832531,0.5,1.0
1567455165.6814964,0.5,1.0
1567455265.778979,0.5,1.0
1567455365.882288,0.5,1.0
1567455465.9844368,0.5,1.0
1567455566.0777552,0.5,1.0
1567455666.1781607,0.5,1.0
1567455766.273708,0.5,1.0
1567455866.372616,0.5,1.0
1567455966.4734674,0.5,1.0
1567456066.5744896,0.5,1.0
1567456166.6691597,0.5,1.0
1567456266.7758195,0.5,1.0
1567456366.864294,0.5,1.0
1567456466.9688098,0.5,1.0
1567456567.0644612,0.5,1.0
1567456667.1647713,0.5,1.0
1567456767.2625442,0.5,1.0
1567456867.3616886,0.5,1.0
1567456967.4590702,0.5,1.0
1567457067.5675156,0.5,1.0
1567457167.67447,0.5,1.0
1567457267.766157,0.5,1.0
1567457367.859706,0.5,1.0
1567457467.955613,0.5,1.0
1567457568.0546386,0.5,1.0
1567457668.1507454,0.5,1.0
1567457768.242377,0.5,1.0
1567457868.3424497,0.5,1.0
1567457968.446876,0.5,1.0
1567458068.5440886,0.5,1.0
1567458168.6461768,0.5,1.0
1567458268.744432,0.5,1.0
1567458368.8457758,0.5,1.0
1567458468.9416263,0.5,1.0
1567458569.041505,0.5,1.0
1567458669.1439402,0.5,1.0
1567458769.2440853,0.5,1.0
1567458869.347757,0.5,1.0
1567458969.4450119,0.5,1.0
1567459069.5433495,0.5,1.0
1567459169.6403277,0.5,1.0
1567459269.7320492,0.5,1.0
1567459369.8152163,0.5,1.0
1567459469.9151666,0.5,1.0
1567459570.016455,0.5,1.0
1567459670.1194913,0.5,1.0
1567459770.2153096,0.5,1.0
1567459870.3090901,0.5,1.0
1567459970.4058414,0.5,1.0
1567460070.500078,0.5,1.0
1567460170.6081247,0.5,1.0
1567460270.7103972,0.5,1.0
1567460370.805693,0.5,1.0
1567460470.9059877,0.5,1.0
1567460571.0000584,0.5,1.0
1567460671.1042979,0.5,1.0
1567460771.2111335,0.5,1.0
1567460871.3070433,0.5,1.0
1567460971.4084575,0.5,1.0
1567461071.5036695,0.5,1.0
1567461171.6043453,0.5,1.0
1567461271.7013404,0.5,1.0
1567461371.802539,0.5,1.0
1567461471.910621,0.5,1.0
1567461572.004677,0.5,1.0
1567461672.1046023,0.5,1.0
1567461772.203465,0.5,1.0
1567461872.3015864,0.5,1.0
1567461972.4035077,0.5,1.0
1567462072.5005867,0.5,1.0
1567462172.6069221,0.5,1.0
1567462272.7048166,0.5,1.0
1567462372.8048213,0.5,1.0
1567462472.9027643,0.5,1.0
1567462573.0001678,0.5,1.0
1567462673.1022077,0.5,1.0
1567462773.1896038,0.5,1.0
1567462873.289942,0.5,1.0
1567462973.3940115,0.5,1.0
1567463073.4950986,0.5,1.0
1567463173.5836961,0.5,1.0
1567463273.689196,0.5,1.0
1567463373.7855515,0.5,1.0
1567463473.8835993,0.5,1.0
1567463573.9808042,0.5,1.0
1567463674.0825982,0.5,1.0
1567463774.1892743,0.5,1.0
1567463874.285466,0.5,1.0
1567463974.3762128,0.5,1.0
1567464074.4760823,0.5,1.0
1567464174.5752816,0.5,1.0
1567464274.6760733,0.5,1.0
1567464374.766992,0.5,1.0
1567464474.8671906,0.5,1.0
1567464574.9678996,0.5,1.0
1567464675.060171,0.5,1.0
1567464775.1654875,0.5,1.0
1567464875.265245,0.5,1.0
1567464975.365207,0.5,1.0
1567465075.4651408,0.5,1.0
1567465175.5623286,0.5,1.0
1567465275.660526,0.5,1.0
1567465375.760553,0.5,1.0
1567465475.8619976,0.5,1.0
1567465575.9657896,0.5,1.0
1567465676.0673149,0.5,1.0
1567465776.1625793,0.5,1.0
1567465876.2616525,0.5,1.0
1567465976.3596702,0.5,1.0
1567466076.460252,0.5,1.0
1567466176.5669837,0.5,1.0
1567466276.6644583,0.5,1.0
1567466376.7644367,0.5,1.0
1567466476.862577,0.5,1.0
1567466576.960975,0.5,1.0
1567466677.0635693,0.5,1.0
1567466777.1699777,0.5,1.0
1567466877.26546,0.5,1.0
1567466977.3659136,0.5,1.0
1567467077.4645276,0.5,1.0
1567467177.5563328,0.5,1.0
1567467277.6535857,0.5,1.0
1567467377.7511563,0.5,1.0
1567467477.8498924,0.5,1.0
1567467577.950012,0.5,1.0
1567467678.055422,0.5,1.0
1567467778.1559591,0.5,1.0
1567467878.253105,0.5,1.0
1567467978.3454149,0.5,1.0
1567468078.4446573,0.5,1.0
1567468178.542367,0.5,1.0
1567468278.6402433,0.5,1.0
1567468378.7401135,0.5,1.0
1567468478.8444352,0.5,1.0
1567468578.9488235,0.5,1.0
1567468679.0457253,0.5,1.0
1567468779.1431124,0.5,1.0
1567468879.2403502,0.5,1.0
1567468979.3402014,0.5,1.0
1567469079.4436188,0.5,1.0
1567469179.5463204,0.5,1.0
1567469279.646497,0.5,1.0
1567469379.7426991,0.5,1.0
1567469479.843249,0.5,1.0
1567469579.9400604,0.5,1.0
1567469680.0402217,0.5,1.0
1567469780.1476543,0.5,1.0
1567469880.244284,0.5,1.0
1567469980.3498373,0.5,1.0
1567470080.4441216,0.5,1.0
1567470180.534694,0.5,1.0
1567470280.6324759,0.5,1.0
1567470380.728446,0.5,1.0
1567470480.8222759,0.5,1.0
1567470580.9182627,0.5,1.0
1567470681.0124235,0.5,1.0
1567470781.110057,0.5,1.0
1567470881.209716,0.5,1.0
1567470981.3140774,0.5,1.0
1567471081.4104738,0.5,1.0
1567471181.5089054,0.5,1.0
1567471281.6120663,0.5,1.0
1567471381.6984384,0.5,1.0
1567471481.7942636,0.5,1.0
1567471581.8882504,0.5,1.0
1567471681.9840536,0.5,1.0
1567471782.0730653,0.5,1.0
1567471882.1762588,0.5,1.0
1567471982.268277,0.5,1.0
1567472082.3713799,0.5,1.0
1567472182.4656148,0.5,1.0
1567472282.564246,0.5,1.0
1567472382.6626577,0.5,1.0
1567472482.7597358,0.5,1.0
1567472582.866219,0.5,1.0
1567472682.9661987,0.5,1.0
1567472783.065771,0.5,1.0
1567472883.1645637,0.5,1.0
1567472983.261515,0.5,1.0
1567473083.361683,0.5,1.0
1567473183.4610283,0.5,1.0
1567473283.567323,0.5,1.0
1567473383.6651025,0.5,1.0
1567473483.76592,0.5,1.0
1567473583.8561807,0.5,1.0
1567473683.9555216,0.5,1.0
1567473784.0462391,0.5,1.0
1567473884.1440556,0.5,1.0
1567473984.2460697,0.5,1.0
